word_en,word_pt,polarity
CURTAILMENT,Reduçãos;Reduçãas;Redução;Reduçãa,-1
CURTAILMENTS,Cortes;Cortess,-1
CURTAILS,Reduçãos;Reduçãas;Redução;Reduçãa,-1
CUT,CORTEs;CORTE,-1
CUTBACK,CORTAR;CORTARs,-1
CUTBACKS,Cortes,-1
CYBERATTACK,Cyberattacks;Cyberattack,-1
CYBERATTACKS,Ataques cibernéticos;Ataques cibernéticoss,-1
CYBERBULLYING,Cyberbullying,-1
CYBERCRIME,Cibercrimes;Cibercrime,-1
CYBERCRIMES,Cibercrimes;Cibercrime,-1
CYBERCRIMINAL,Cibercriminals;Cibercriminal,-1
CYBERCRIMINALS,Cibercriminosos;Cibercriminososs,-1
DAMAGE,Dano,-1
DAMAGED,Danificado,-1
DAMAGES,Danoss;Danos,-1
DAMAGING,Danificando,-1
DAMPEN,Umedecidos;Umedecido;Umedecidas;Umedecida,-1
DAMPENED,Umedecidos;Umedecido;Umedecidas;Umedecida,-1
DANGER,PERIGO;PERIGOs,-1
DANGEROUS,PERIGOSOs;PERIGOSO,-1
DANGEROUSLY,Perigosamente,-1
DANGERS,Perigos;Perigoss,-1
DEADLOCK,IMPASSE;IMPASSEs,-1
DEADLOCKED,Deadlockeds;Deadlocked,-1
DEADLOCKING,Terrafina;Terrafino;Terrafinas;Terrafinos,-1
DEADLOCKS,Deadlockss;Deadlocks,-1
DEADWEIGHT,Peso morto;Peso mortas;Peso mortos;Peso morta,-1
DEADWEIGHTS,Pesos mortoss;Pesos mortos,-1
DEBARMENT,Debatamentos;Debatamentas;Debatamenta;Debatamento,-1
DEBARMENTS,Departamento;Departamentas;Departamentos;Departamenta,-1
DEBARRED,Defusados;Defusada;Defusado;Defusadas,-1
DECEASED,MORTO;MORTOs,-1
DECEIT,ENGANO;ENGANOs,-1
DECEITFUL,Enganosa;Enganoso;Enganosas;Enganosos,-1
DECEITFULNESS,Enganas;Enganos;Engano;Engana,-1
DECEIVE,ENGANAR;ENGANARs,-1
DECEIVED,Enganados;Enganada;Enganadas;Enganado,-1
DECEIVES,Enganas;Enganos;Engano;Engana,-1
DECEIVING,Engananda;Enganandos;Enganando;Enganandas,-1
DECEPTION,DECEPÇÃOs;DECEPÇÃO,-1
DECEPTIONS,Enganas;Enganos;Engano;Engana,-1
DECEPTIVE,Enganosa;Enganoso;Enganosas;Enganosos,-1
DECEPTIVELY,Enganosamente;Enganosamentes,-1
DECLINE,DECLÍNIOs;DECLÍNIO,-1
DECLINED,Recusou;Recusous,-1
DECLINES,Declinas;Declino;Declina;Declinos,-1
DECLINING,Declinandos;Declinanda;Declinando;Declinandas,-1
DEFACE,DESFIGURARs;DESFIGURAR,-1
DEFACED,Desfigurada;Desfiguradas;Desfigurados;Desfigurado,-1
DEFACEMENT,DESFIGURAÇÃOs;DESFIGURAÇÃO,-1
DEFAMATION,DIFAMAÇÃO;DIFAMAÇÃOs,-1
DEFAMATIONS,Difamaçõess;Difamações,-1
DEFAMATORY,DIFAMATÓRIO;DIFAMATÓRIOs,-1
DEFAME,DIFAMAR;DIFAMARs,-1
DEFAMED,Difamadas;Difamados;Difamada;Difamado,-1
DEFAMES,Difamess;Difames,-1
DEFAMING,Difamando;Difamandas;Difamandos;Difamanda,-1
DEFAULT,PADRÃOs;PADRÃO,-1
DEFAULTED,Padrãa;Padrãos;Padrãas;Padrão,-1
DEFAULTING,Inadimplente;Inadimplentes,-1
DEFAULTS,Padrões;Padrõess,-1
DEFEAT,DERROTA;DERROTAs,-1
DEFEATED,Derrotadas;Derrotada;Derrotados;Derrotado,-1
DEFEATING,Derrotanda;Derrotandas;Derrotandos;Derrotando,-1
DEFEATS,Derrota;Derroto;Derrotas;Derrotos,-1
DEFECT,DEFEITOs;DEFEITO,-1
DEFECTIVE,Defeituosas;Defeituoso;Defeituosos;Defeituosa,-1
DEFECTS,Defeitos;Defeitoss,-1
DEFEND,DEFENDERs;DEFENDER,-1
DEFENDANT,Réu;Réus,-1
DEFENDANTS,Réus;Réuss,-1
DEFENDED,Defendido;Defendida;Defendidos;Defendidas,-1
DEFENDING,Defendenda;Defendendas;Defendendo;Defendendos,-1
DEFENDS,Defende;Defendes,-1
DEFENSIVE,DEFENSIVAs;DEFENSIVA,-1
DEFER,ADIARs;ADIAR,-1
DEFICIENCIES,Deficiências;Deficiênciass,-1
DEFICIENCY,DEFICIÊNCIA;DEFICIÊNCIAs,-1
DEFICIENT,DEFICIENTEs;DEFICIENTE,-1
DEFICIT,DÉFICITs;DÉFICIT,-1
DEFICITS,Déficits;Déficitss,-1
DEFRAUD,DEFRAUDAR;DEFRAUDARs,-1
DEFRAUDED,Fraudado;Fraudada;Fraudadas;Fraudados,-1
DEFRAUDING,Fraudars;Fraudar,-1
DEFRAUDS,Defraudes;Defraudess,-1
DEFUNCT,Extintos;Extinto;Extintas;Extinta,-1
DEGRADATION,DEGRADAÇÃO;DEGRADAÇÃOs,-1
DEGRADATIONS,Degradações;Degradaçõess,-1
DEGRADE,DEGRADARs;DEGRADAR,-1
DEGRADED,Degradados;Degradado;Degradadas;Degradada,-1
DEGRADES,Degrada;Degradas;Degrados;Degrado,-1
DEGRADING,Degradante;Degradantes,-1
DELAY,ATRASOs;ATRASO,-1
DELAYED,ATRASADO;ATRASADOs,-1
DELAYING,Atrasos;Atrasas;Atrasa;Atraso,-1
DELAYS,Atrasos;Atrasoss,-1
DELETERIOUS,DELETÉRIO;DELETÉRIOs,-1
DELIBERATE,DELIBERARs;DELIBERAR,-1
DELIBERATED,Deliberada;Deliberados;Deliberadas;Deliberado,-1
DELIBERATELY,DELIBERADAMENTE;DELIBERADAMENTEs,-1
DELIGHT,PRAZER;PRAZERs,1
DELIGHTED,ENCANTADOs;ENCANTADO,1
DELIGHTFUL,DELICIOSO;DELICIOSOs,1
DELIGHTFULLY,Deliciosamentes;Deliciosamente,1
DELIGHTING,Deliciandos;Deliciandas;Deliciando;Delicianda,1
DELIGHTS,Delícias;Delíciass,1
DELINQUENCIES,Delinquênciass;Delinquências,-1
DELINQUENCY,DELINQUÊNCIAs;DELINQUÊNCIA,-1
DELINQUENT,DELINQUENTEs;DELINQUENTE,-1
DELINQUENTLY,Inadimplente;Inadimplentes,-1
DELINQUENTS,Delinqüentes;Delinqüentess,-1
DELIST,Delist;Delists,-1
DELISTED,Excluídas;Excluída;Excluídos;Excluído,-1
DELISTING,Excluindas;Excluindos;Excluinda;Excluindo,-1
DELISTS,Delistss;Delists,-1
DEMISE,Morte;Mortes,-1
DEMISED,Demorado;Demorados;Demorada;Demoradas,-1
DEMISES,Mortos;Mortoss,-1
DEMISING,Demishing;Demishings,-1
DEMOLISH,DEMOLIRs;DEMOLIR,-1
DEMOLISHED,Demolida;Demolidos;Demolidas;Demolido,-1
DEMOLISHES,Demolir;Demolirs,-1
DEMOLISHING,DEMOLIÇÃO;DEMOLIÇÃOs,-1
DEMOLITION,DEMOLIÇÃO;DEMOLIÇÃOs,-1
DEMOLITIONS,Demolições;Demoliçõess,-1
DEMOTE,REBAIXARs;REBAIXAR,-1
DEMOTED,Rebaixado;Rebaixados;Rebaixadas;Rebaixada,-1
DEMOTES,Rebentandos;Rebentanda;Rebentando;Rebentandas,-1
DEMOTING,Rebentandos;Rebentanda;Rebentando;Rebentandas,-1
DEMOTION,Rebaixamentas;Rebaixamenta;Rebaixamentos;Rebaixamento,-1
DEMOTIONS,Demoções;Demoçõess,-1
DENIAL,NEGAÇÃOs;NEGAÇÃO,-1
DENIALS,Negaçõess;Negações,-1
DENIED,NEGADO;NEGADOs,-1
DENIES,Nego;Negos;Nega;Negas,-1
DENIGRATE,DENEGRIR;DENEGRIRs,-1
DENIGRATED,Denegrados;Denegrado;Denegrada;Denegradas,-1
DENIGRATES,Denegrio;Denegrias;Denegria;Denegrios,-1
DENIGRATING,Denegrando;Denegrandas;Denegrandos;Denegranda,-1
DENIGRATION,Denegração;Denegraçãa;Denegraçãos;Denegraçãas,-1
DENY,NEGAR;NEGARs,-1
DENYING,Negando;Negandas;Neganda;Negandos,-1
DEPENDABILITY,Confiabilidades;Confiabilidade,1
DEPENDABLE,Confiável;Confiávels,1
DEPLETE,Esgotar;Esgotars,-1
DEPLETED,Esgotada;Esgotado;Esgotados;Esgotadas,-1
DEPLETES,Esgota;Esgotos;Esgotas;Esgoto,-1
DEPLETING,Esgota;Esgotos;Esgotas;Esgoto,-1
DEPLETION,Esgotamenta;Esgotamentos;Esgotamento;Esgotamentas,-1
DEPLETIONS,Esgotass;Esgotas,-1
DEPRECATION,Deprecaçãos;Deprecaçãa;Deprecação;Deprecaçãas,-1
DEPRESS,Deprimida;Deprimidos;Deprimidas;Deprimido,-1
DEPRESSED,DEPRIMIDO;DEPRIMIDOs,-1
DEPRESSES,Deprimes;Deprime,-1
DEPRESSING,DEPRIMENTE;DEPRIMENTEs,-1
DEPRIVATION,PRIVAÇÃOs;PRIVAÇÃO,-1
DEPRIVE,PRIVAR;PRIVARs,-1
DEPRIVED,Privados;Privada;Privadas;Privado,-1
DEPRIVES,Privas;Priva;Privo;Privos,-1
DEPRIVING,Privandas;Privandos;Privanda;Privando,-1
DERELICT,ABANDONADO;ABANDONADOs,-1
DERELICTION,ABANDONO;ABANDONOs,-1
DEROGATORY,Derogatório;Derogatória;Derogatórias;Derogatórios,-1
DESIRABLE,DESEJÁVELs;DESEJÁVEL,1
DESIRED,Desejados;Desejado;Desejadas;Desejada,1
DESPITE,APESAR DE;APESAR DEs,1
DESTABILIZATION,Desestabilização;Desestabilizaçãos;Desestabilizaçãa;Desestabilizaçãas,-1
DESTABILIZE,DESESTABILIZARs;DESESTABILIZAR,-1
DESTABILIZED,Desestabilizada;Desestabilizado;Desestabilizados;Desestabilizadas,-1
DESTABILIZING,Desestabilizadors;Desestabilizador,-1
DESTINED,DESTINADOs;DESTINADO,1
DESTROY,DESTRUIR;DESTRUIRs,-1
DESTROYED,DESTRUÍDO;DESTRUÍDOs,-1
DESTROYING,Destruindos;Destruinda;Destruindas;Destruindo,-1
DESTROYS,Destrói;Destróis,-1
DESTRUCTION,DESTRUIÇÃO;DESTRUIÇÃOs,-1
DESTRUCTIVE,DESTRUTIVOs;DESTRUTIVO,-1
DETAIN,DETER;DETERs,-1
DETAINED,Detidos;Detidas;Detido;Detida,-1
DETENTION,DETENÇÃO;DETENÇÃOs,-1
DETENTIONS,Detençõess;Detenções,-1
DETER,Deter -ses;Deter -se,-1
DETERIORATE,DETERIORARs;DETERIORAR,-1
DETERIORATED,Deteriorado;Deteriorados;Deterioradas;Deteriorada,-1
DETERIORATES,Deteriora -se;Deteriora -ses,-1
DETERIORATING,Deteriorando -ses;Deteriorando -se,-1
DETERIORATION,DETERIORAÇÃOs;DETERIORAÇÃO,-1
DETERIORATIONS,Deteriations;Deteriationss,-1
DETERRED,Dissuadidos;Dissuadidas;Dissuadido;Dissuadida,-1
DETERRENCE,Dissuasãas;Dissuasãos;Dissuasãa;Dissuasão,-1
DETERRENCES,DISTRIMENTESs;DISTRIMENTES,-1
DETERRENT,Dissuasors;Dissuasor,-1
DETERRENTS,Dissuasoress;Dissuasores,-1
DETERRING,Dissuasãas;Dissuasãos;Dissuasãa;Dissuasão,-1
DETERS,Prejudicos;Prejudicas;Prejudica;Prejudico,-1
DETRACT,Prejudicars;Prejudicar,-1
DETRACTED,Prejudicados;Prejudicadas;Prejudicada;Prejudicado,-1
DETRACTING,Prejudicandas;Prejudicando;Prejudicandos;Prejudicanda,-1
DETRIMENT,DETRIMENTOs;DETRIMENTO,-1
DETRIMENTAL,PREJUDICIAL;PREJUDICIALs,-1
DETRIMENTALLY,Prejudicialmentes;Prejudicialmente,-1
DETRIMENTS,Detritos;Detritoss,-1
DEVALUE,DESVALORIZAR;DESVALORIZARs,-1
DEVALUED,Desvalorizadas;Desvalorizado;Desvalorizados;Desvalorizada,-1
DEVALUES,Desvalorizos;Desvalorizo;Desvaloriza;Desvalorizas,-1
DEVALUING,Desvalorizando;Desvalorizandos;Desvalorizanda;Desvalorizandas,-1
DEVASTATE,DEVASTARs;DEVASTAR,-1
DEVASTATED,DEVASTADOs;DEVASTADO,-1
DEVASTATING,DEVASTADORs;DEVASTADOR,-1
DEVASTATION,DEVASTAÇÃOs;DEVASTAÇÃO,-1
DEVIATE,Desviar;Desviars,-1
DEVIATED,Desviadas;Desviados;Desviado;Desviada,-1
DEVIATES,Desvio;Desvios;Desvia;Desvias,-1
DEVIATING,Desviandas;Desviandos;Desvianda;Desviando,-1
DEVIATION,DESVIO;DESVIOs,-1
DEVIATIONS,Desvios;Desvioss,-1
DEVOLVE,Devolvers;Devolver,-1
DEVOLVED,Devolvida;Devolvido;Devolvidos;Devolvidas,-1
DEVOLVES,Devoluçõess;Devoluções,-1
DEVOLVING,Desenvolvendo;Desenvolvendas;Desenvolvenda;Desenvolvendos,-1
DIFFICULT,DIFÍCILs;DIFÍCIL,-1
DIFFICULTIES,Dificuldades;Dificuldadess,-1
DIFFICULTLY,Difícil;Difícils,-1
DIFFICULTY,DIFICULDADE;DIFICULDADEs,-1
DILIGENT,DILIGENTEs;DILIGENTE,1
DILIGENTLY,DILIGENTEMENTE;DILIGENTEMENTEs,1
DIMINISH,DIMINUIR;DIMINUIRs,-1
DIMINISHED,Diminuídas;Diminuído;Diminuída;Diminuídos,-1
DIMINISHES,Diminuis;Diminui,-1
DIMINISHING,Diminuinda;Diminuindo;Diminuindas;Diminuindos,-1
DIMINUTION,DIMINUIÇÃOs;DIMINUIÇÃO,-1
DISADVANTAGE,DESVANTAGEM;DESVANTAGEMs,-1
DISADVANTAGED,Desfavorecido;Desfavorecidos;Desfavorecida;Desfavorecidas,-1
DISADVANTAGEOUS,Desvantajosa;Desvantajosos;Desvantajoso;Desvantajosas,-1
DISADVANTAGES,Desvantagenss;Desvantagens,-1
DISAFFILIATION,Desfiliaçãos;Desfiliação;Desfiliaçãa;Desfiliaçãas,-1
DISAGREE,Discordar;Discordars,-1
DISAGREEABLE,DESAGRADÁVELs;DESAGRADÁVEL,-1
DISAGREED,Discordou;Discordous,-1
DISAGREEING,Discordanda;Discordandas;Discordandos;Discordando,-1
DISAGREEMENT,DESACORDOs;DESACORDO,-1
DISAGREEMENTS,Desacordoss;Desacordos,-1
DISAGREES,Discordas;Discordos;Discorda;Discordo,-1
DISALLOW,Proibir;Proibirs,-1
DISALLOWANCE,Proibiçãos;Proibição;Proibiçãas;Proibiçãa,-1
DISALLOWANCES,Proibiçõess;Proibições,-1
DISALLOWED,Não permitidos;Não permitida;Não permitido;Não permitidas,-1
DISALLOWING,Proibir;Proibirs,-1
DISALLOWS,Desalances;Desalance,-1
DISAPPEAR,DESAPARECER;DESAPARECERs,-1
DISAPPEARANCE,DESAPARECIMENTO;DESAPARECIMENTOs,-1
DISAPPEARANCES,Desaparecimentoss;Desaparecimentos,-1
DISAPPEARED,DESAPARECIDO;DESAPARECIDOs,-1
DISAPPEARING,Desaparecendos;Desaparecendas;Desaparecenda;Desaparecendo,-1
DISAPPEARS,Desaparece;Desapareces,-1
DISAPPOINT,Decepcionar;Decepcionars,-1
DISAPPOINTED,Desapontada;Desapontados;Desapontadas;Desapontado,-1
DISAPPOINTING,Decepcionante;Decepcionantes,-1
DISAPPOINTINGLY,Decepcionantemente;Decepcionantementes,-1
DISAPPOINTMENT,DESAPONTAMENTO;DESAPONTAMENTOs,-1
DISAPPOINTMENTS,Decepções;Decepçõess,-1
DISAPPOINTS,Decepcionas;Decepciona;Decepcionos;Decepciono,-1
DISAPPROVAL,DESAPROVAÇÃO;DESAPROVAÇÃOs,-1
DISAPPROVALS,Desaprovaçõess;Desaprovações,-1
DISAPPROVE,Desaprovars;Desaprovar,-1
DISAPPROVED,Reprovado;Reprovados;Reprovada;Reprovadas,-1
DISAPPROVES,Desaprovos;Desaprovo;Desaprova;Desaprovas,-1
DISAPPROVING,Desaprovandos;Desaprovando;Desaprovanda;Desaprovandas,-1
DISASSOCIATES,Desassociados;Desassociada;Desassociado;Desassociadas,-1
DISASSOCIATING,Desassociaçãos;Desassociaçãas;Desassociação;Desassociaçãa,-1
DISASSOCIATION,Desassociaçãos;Desassociaçãas;Desassociação;Desassociaçãa,-1
DISASSOCIATIONS,Desassociações;Desassociaçõess,-1
DISASTER,DESASTREs;DESASTRE,-1
DISASTERS,Desastres;Desastress,-1
DISASTROUS,DESASTROSO;DESASTROSOs,-1
DISASTROUSLY,DESASTROSAMENTEs;DESASTROSAMENTE,-1
DISAVOW,Negars;Negar,-1
DISAVOWAL,Negars;Negar,-1
DISAVOWED,Negous;Negou,-1
DISAVOWING,Negars;Negar,-1
DISAVOWS,Negars;Negar,-1
DISCIPLINARY,DISCIPLINAR;DISCIPLINARs,-1
DISCLAIM,Negars;Negar,-1
DISCLAIMED,Isenado;Isenada;Isenadas;Isenados,-1
DISCLAIMER,ISENÇÃO DE RESPONSABILIDADEs;ISENÇÃO DE RESPONSABILIDADE,-1
DISCLAIMERS,Isenções de responsabilidade;Isenções de responsabilidades,-1
DISCLAIMING,Negars;Negar,-1
DISCLAIMS,Isenta -se;Isenta -ses,-1
DISCLOSE,DIVULGARs;DIVULGAR,-1
DISCLOSED,Divulgados;Divulgadas;Divulgado;Divulgada,-1
DISCLOSES,Revela;Revelas;Revelo;Revelos,-1
DISCLOSING,Divulgandos;Divulgando;Divulganda;Divulgandas,-1
DISCONTINUANCE,Descontinuaçãa;Descontinuação;Descontinuaçãos;Descontinuaçãas,-1
DISCONTINUANCES,Descontinuaçõess;Descontinuações,-1
DISCONTINUATION,DESCONTINUAÇÃO;DESCONTINUAÇÃOs,-1
DISCONTINUATIONS,Descontinuaçõess;Descontinuações,-1
DISCONTINUE,Interrompers;Interromper,-1
DISCONTINUED,Descontinuadas;Descontinuada;Descontinuados;Descontinuado,-1
DISCONTINUES,Descontinuas;Descontinua;Descontinuos;Descontinuo,-1
DISCONTINUING,Descontinuandas;Descontinuandos;Descontinuanda;Descontinuando,-1
DISCOURAGE,DESENCORAJARs;DESENCORAJAR,-1
DISCOURAGED,Desanimadas;Desanimado;Desanimados;Desanimada,-1
DISCOURAGES,Desencorajas;Desencorajos;Desencoraja;Desencorajo,-1
DISCOURAGING,Desencorajando;Desencorajandos;Desencorajanda;Desencorajandas,-1
DISCREDIT,DESACREDITARs;DESACREDITAR,-1
DISCREDITED,Desacreditada;Desacreditadas;Desacreditados;Desacreditado,-1
DISCREDITING,Desacreditanda;Desacreditandos;Desacreditando;Desacreditandas,-1
DISCREDITS,Desacreditas;Desacredita;Desacredito;Desacreditos,-1
DISCREPANCIES,Discrepâncias;Discrepânciass,-1
DISCREPANCY,DISCREPÂNCIA;DISCREPÂNCIAs,-1
DISFAVOR,DESFAVOR;DESFAVORs,-1
DISFAVORED,Desfavorecido;Desfavorecidos;Desfavorecida;Desfavorecidas,-1
DISFAVORING,Desfavoring;Desfavorings,-1
DISFAVORS,Desfavoriass;Desfavorias,-1
DISGORGE,Desgormos;Desgormo;Desgormas;Desgorma,-1
DISGORGED,Com vergonho;Com vergonhos;Com vergonha;Com vergonhas,-1
DISGORGEMENT,Desgestionamento;Desgestionamentos;Desgestionamentas;Desgestionamenta,-1
DISGORGEMENTS,De mobres;De mobress,-1
DISGORGES,Desgorross;Desgorros,-1
DISGORGING,Desgosta;Desgosto;Desgostas;Desgostos,-1
DISGRACE,DESGRAÇA;DESGRAÇAs,-1
DISGRACEFUL,VERGONHOSO;VERGONHOSOs,-1
DISGRACEFULLY,Vergonhosamente;Vergonhosamentes,-1
DISHONEST,DESONESTOs;DESONESTO,-1
DISHONESTLY,Desonestas;Desonestos;Desonesta;Desonesto,-1
DISHONESTY,DESONESTIDADEs;DESONESTIDADE,-1
DISHONOR,DESONRAs;DESONRA,-1
DISHONORABLE,DESONROSOs;DESONROSO,-1
DISHONORABLY,Desonrosamente;Desonrosamentes,-1
DISHONORED,Desonrada;Desonrado;Desonrados;Desonradas,-1
DISHONORING,Desonras;Desonros;Desonro;Desonra,-1
DISHONORS,Desonras;Desonros;Desonro;Desonra,-1
DISINCENTIVES,Desincentivoss;Desincentivos,-1
DISINTERESTED,DESINTERESSADO;DESINTERESSADOs,-1
DISINTERESTEDLY,Desinteressadamentes;Desinteressadamente,-1
DISINTERESTEDNESS,Desinteressados;Desinteressado;Desinteressadas;Desinteressada,-1
DISLOYAL,DESLEALs;DESLEAL,-1
DISLOYALLY,Deslealmente;Deslealmentes,-1
DISLOYALTY,DESLEALDADE;DESLEALDADEs,-1
DISMAL,Sombria;Sombrias;Sombrios;Sombrio,-1
DISMALLY,Sem faturo;Sem fatura;Sem faturas;Sem faturos,-1
DISMISS,LIBERAR;LIBERARs,-1
DISMISSAL,Demissãa;Demissãos;Demissão;Demissãas,-1
DISMISSALS,Demissõess;Demissões,-1
DISMISSED,Demitido;Demitida;Demitidas;Demitidos,-1
DISMISSES,Dispensas;Dispensa;Dispensos;Dispenso,-1
DISMISSING,Demitinda;Demitindo;Demitindos;Demitindas,-1
DISORDERLY,Desordenadas;Desordenados;Desordenado;Desordenada,-1
DISPARAGE,DISPARAGEMs;DISPARAGEM,-1
DISPARAGED,Depreciados;Depreciada;Depreciado;Depreciadas,-1
DISPARAGEMENT,Depreciaçãa;Depreciaçãas;Depreciaçãos;Depreciação,-1
DISPARAGEMENTS,Desparomagens;Desparomagenss,-1
DISPARAGES,Disparagenss;Disparagens,-1
DISPARAGING,Depreciaçãa;Depreciaçãas;Depreciaçãos;Depreciação,-1
DISPARAGINGLY,Depreciativamente;Depreciativamentes,-1
DISPARITIES,Disparidadess;Disparidades,-1
DISPARITY,DISPARIDADEs;DISPARIDADE,-1
DISPLACE,DESLOCAR;DESLOCARs,-1
DISPLACED,Deslocadas;Deslocado;Deslocados;Deslocada,-1
DISPLACEMENT,DESLOCAMENTOs;DESLOCAMENTO,-1
DISPLACEMENTS,Deslocamentoss;Deslocamentos,-1
DISPLACES,Deslocos;Desloca;Desloco;Deslocas,-1
DISPLACING,Deslocamento;Deslocamenta;Deslocamentas;Deslocamentos,-1
DISPOSE,Descartars;Descartar,-1
DISPOSSESS,Despojos;Despoja;Despojas;Despojo,-1
DISPOSSESSED,Desapropriado;Desapropriadas;Desapropriados;Desapropriada,-1
DISPOSSESSES,Despojada;Despojados;Despojado;Despojadas,-1
DISPOSSESSING,Desapropriaçãos;Desapropriaçãas;Desapropriaçãa;Desapropriação,-1
DISPROPORTION,DESPROPORÇÃO;DESPROPORÇÃOs,-1
DISPROPORTIONAL,Desproporcional;Desproporcionals,-1
DISPROPORTIONATE,Desproporcional;Desproporcionals,-1
DISPROPORTIONATELY,Desproporcionalmentes;Desproporcionalmente,-1
DISPUTE,Disputa;Disputo;Disputos;Disputas,-1
DISPUTED,Disputados;Disputada;Disputado;Disputadas,-1
DISPUTES,Disputass;Disputas,-1
DISPUTING,Disputandos;Disputanda;Disputandas;Disputando,-1
DISQUALIFICATION,DESQUALIFICAÇÃO;DESQUALIFICAÇÃOs,-1
DISQUALIFICATIONS,Desqualificaçõess;Desqualificações,-1
DISQUALIFIED,Desqualificado;Desqualificados;Desqualificada;Desqualificadas,-1
DISQUALIFIES,Desqualificas;Desqualifica;Desqualificos;Desqualifico,-1
DISQUALIFY,DESQUALIFICAR;DESQUALIFICARs,-1
DISQUALIFYING,Desqualificação;Desqualificaçãa;Desqualificaçãos;Desqualificaçãas,-1
DISREGARD,NEGLIGÊNCIAs;NEGLIGÊNCIA,-1
DISREGARDED,Desconsiderada;Desconsideradas;Desconsiderado;Desconsiderados,-1
DISREGARDING,Desconsiderandos;Desconsideranda;Desconsiderando;Desconsiderandas,-1
DISREGARDS,Desconsideraçãa;Desconsideraçãos;Desconsideração;Desconsideraçãas,-1
DISREPUTABLE,Repugnável;Repugnávels,-1
DISREPUTE,DESCRÉDITO;DESCRÉDITOs,-1
DISRUPT,Interrompas;Interrompa;Interrompos;Interrompo,-1
DISRUPTED,Interrompidas;Interrompidos;Interrompido;Interrompida,-1
DISRUPTING,Interrompers;Interromper,-1
DISRUPTION,Interrupçãos;Interrupçãa;Interrupçãas;Interrupção,-1
DISRUPTIONS,Interrupções;Interrupçõess,-1
DISRUPTIVE,Disruptiva;Disruptivos;Disruptivas;Disruptivo,-1
DISRUPTS,Perturbas;Perturbos;Perturba;Perturbo,-1
DISSATISFACTION,Insatisfaçãas;Insatisfaçãos;Insatisfaçãa;Insatisfação,-1
DISSATISFIED,INSATISFEITOs;INSATISFEITO,-1
DISSENT,DISSIDÊNCIAs;DISSIDÊNCIA,-1
DISSENTED,Discordou;Discordous,-1
DISSENTER,DISSIDENTE;DISSIDENTEs,-1
DISSENTERS,Dissidentess;Dissidentes,-1
DISSENTING,Dissidentes;Dissidente,-1
DISSENTS,Dissidores;Dissidoress,-1
DISSIDENT,DISSIDENTE;DISSIDENTEs,-1
DISSIDENTS,Dissidentess;Dissidentes,-1
DISSOLUTION,DISSOLUÇÃOs;DISSOLUÇÃO,-1
DISSOLUTIONS,Dissoluçõess;Dissoluções,-1
DISTINCTION,DISTINÇÃO;DISTINÇÃOs,1
DISTINCTIONS,Distinçõess;Distinções,1
DISTINCTIVE,DISTINTIVOs;DISTINTIVO,1
DISTINCTIVELY,DISTINTAMENTEs;DISTINTAMENTE,1
DISTINCTIVENESS,Distinçãas;Distinção;Distinçãa;Distinçãos,1
DISTORT,Distorcer;Distorcers,-1
DISTORTED,Distorcida;Distorcidas;Distorcidos;Distorcido,-1
DISTORTING,Distorçãos;Distorçãas;Distorçãa;Distorção,-1
DISTORTION,DISTORÇÃOs;DISTORÇÃO,-1
DISTORTIONS,Distorções;Distorçõess,-1
DISTORTS,Distorce;Distorces,-1
DISTRACT,DISTRAIR;DISTRAIRs,-1
DISTRACTED,DISTRAÍDO;DISTRAÍDOs,-1
DISTRACTING,Distrair;Distrairs,-1
DISTRACTION,DISTRAÇÃO;DISTRAÇÃOs,-1
DISTRACTIONS,Distraçõess;Distrações,-1
DISTRACTS,Distrais;Distrai,-1
DISTRESS,SOFRIMENTO;SOFRIMENTOs,-1
DISTRESSED,Angustiada;Angustiadas;Angustiados;Angustiado,-1
DISTURB,PERTURBARs;PERTURBAR,-1
DISTURBANCE,PERTURBAÇÃOs;PERTURBAÇÃO,-1
DISTURBANCES,Distúrbios;Distúrbioss,-1
DISTURBED,PERTURBADO;PERTURBADOs,-1
DISTURBING,Perturbadors;Perturbador,-1
DISTURBS,Discoverbss;Discoverbs,-1
DIVERSION,DESVIO;DESVIOs,-1
DIVERT,DESVIARs;DESVIAR,-1
DIVERTED,Desviadas;Desviados;Desviado;Desviada,-1
DIVERTING,Desviandas;Desviandos;Desvianda;Desviando,-1
DIVERTS,Desvio;Desvios;Desvia;Desvias,-1
DIVEST,Desinvestimento;Desinvestimentos;Desinvestimenta;Desinvestimentas,-1
DIVESTED,Despojada;Despojados;Despojado;Despojadas,-1
DIVESTING,Alienando;Alienandos;Alienandas;Alienanda,-1
DIVESTITURE,Desinvestimento;Desinvestimentos;Desinvestimenta;Desinvestimentas,-1
DIVESTITURES,Desinvestimentoss;Desinvestimentos,-1
DIVESTMENT,Desinvestimento;Desinvestimentos;Desinvestimenta;Desinvestimentas,-1
DIVESTMENTS,Desinvestimentoss;Desinvestimentos,-1
DIVESTS,Alienadoss;Alienados,-1
DIVORCE,DIVÓRCIO;DIVÓRCIOs,-1
DIVORCED,Divorciadas;Divorciado;Divorciada;Divorciados,-1
DIVULGE,DIVULGARs;DIVULGAR,-1
DIVULGED,Divulgados;Divulgadas;Divulgado;Divulgada,-1
DIVULGES,Divúlias;Divúliass,-1
DIVULGING,Divulgandos;Divulgando;Divulganda;Divulgandas,-1
DOUBT,DÚVIDAs;DÚVIDA,-1
